source,calendar_year,sm_league_id,league_name,tier,n_events,earliest_kickoff,latest_kickoff,n_with_final_score,n_with_any_prematch_odds
raw_sportmonks_fixtures,2024,1116,Copa Sudamericana,B,157,2024-03-05 22:00:00-05:00,2024-11-23 20:00:00-05:00,,
raw_sportmonks_fixtures,2024,1122,Copa Libertadores,A,155,2024-02-07 00:30:00-05:00,2024-11-30 20:00:00-05:00,,
raw_sportmonks_fixtures,2024,1123,OFC Champions League,unknown,35,2024-02-08 03:00:00-05:00,2024-05-25 04:00:00-05:00,,
raw_sportmonks_fixtures,2024,1128,Super Cup,unknown,1,2024-07-20 18:00:00-05:00,2024-07-20 18:00:00-05:00,,
raw_sportmonks_fixtures,2024,1328,UEFA Super Cup,unknown,1,2024-08-14 19:00:00-05:00,2024-08-14 19:00:00-05:00,,
raw_sportmonks_fixtures,2024,1329,,,215,2024-02-06 13:00:00-05:00,2024-12-17 17:00:00-05:00,,
raw_sportmonks_fixtures,2024,1356,A-League Men,unknown,170,2024-01-01 06:00:00-05:00,2024-12-31 08:00:00-05:00,,
raw_sportmonks_fixtures,2024,1419,,,160,2024-01-18 17:45:00-05:00,2024-12-18 20:00:00-05:00,,
raw_sportmonks_fixtures,2024,1452,FIFA Intercontinental Cup,unknown,5,2024-09-22 16:00:00-05:00,2024-12-18 17:00:00-05:00,,
raw_sportmonks_fixtures,2024,1502,Super Cup,unknown,1,2024-03-14 00:10:00-05:00,2024-03-14 00:10:00-05:00,,
raw_sportmonks_fixtures,2024,1583,,,131,2024-01-03 08:00:00-05:00,2024-12-31 05:15:00-05:00,,
raw_sportmonks_fixtures,2024,1631,,,134,2024-03-15 22:00:00-05:00,2024-09-22 13:00:00-05:00,,
raw_sportmonks_fixtures,2024,1658,Copa de la Superliga,unknown,202,2024-01-25 22:00:00-05:00,2024-05-05 18:30:00-05:00,,
raw_sportmonks_fixtures,2024,1673,Ligue 1 Play-offs,unknown,2,2024-05-30 18:30:00-05:00,2024-06-02 15:00:00-05:00,,
raw_sportmonks_fixtures,2024,1681,Super League Play-offs,unknown,2,2024-05-26 14:30:00-05:00,2024-05-31 18:30:00-05:00,,
raw_sportmonks_fixtures,2024,1682,Parva Liga - Play-offs,unknown,1,2024-05-30 16:00:00-05:00,2024-05-30 16:00:00-05:00,,
raw_sportmonks_fixtures,2024,1691,Premier League - Playoffs,unknown,7,2024-05-29 12:30:00-05:00,2024-07-30 15:00:00-05:00,,
raw_sportmonks_fixtures,2024,1885,,,1,2024-03-16 00:00:00-05:00,2024-03-16 00:00:00-05:00,,
raw_sportmonks_fixtures,2024,1989,Qatar Prince Cup,unknown,3,2024-05-01 14:15:00-05:00,2024-05-04 16:00:00-05:00,,
raw_sportmonks_fixtures,2024,1990,Super Cup,unknown,1,2024-12-13 15:45:00-05:00,2024-12-13 15:45:00-05:00,,
raw_sportmonks_fixtures,2024,2450,,,31,2024-03-23 13:00:00-05:00,2024-10-11 14:00:00-05:00,,
raw_sportmonks_fixtures,2024,2451,,,5347,2024-01-04 15:00:00-05:00,2024-12-30 18:30:00-05:00,,
raw_sportmonks_fixtures,2024,2452,,,1341,2024-01-09 18:30:00-05:00,2024-12-19 10:45:00-05:00,,
raw_sportmonks_fixtures,2025,8,Premier League,S,192,2025-01-01 17:30:00-05:00,2025-05-25 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,9,Championship,B,273,2025-01-01 12:30:00-05:00,2025-05-24 14:01:00-05:00,,
raw_sportmonks_fixtures,2025,12,League One,unknown,293,2025-01-01 15:00:00-05:00,2025-05-25 12:01:00-05:00,,
raw_sportmonks_fixtures,2025,14,League Two,unknown,291,2025-01-01 15:00:00-05:00,2025-05-26 14:01:00-05:00,,
raw_sportmonks_fixtures,2025,17,Enterprise National League,unknown,273,2025-01-01 15:00:00-05:00,2025-05-21 18:45:00-05:00,,
raw_sportmonks_fixtures,2025,24,FA Cup,unknown,63,2025-01-09 19:00:00-05:00,2025-05-17 15:30:00-05:00,,
raw_sportmonks_fixtures,2025,27,Carabao Cup,unknown,5,2025-01-07 20:00:00-05:00,2025-03-16 16:30:00-05:00,,
raw_sportmonks_fixtures,2025,45,,,72,2025-01-17 19:00:00-05:00,2025-05-10 11:30:00-05:00,,
raw_sportmonks_fixtures,2025,72,Eredivisie,A,157,2025-01-10 19:00:00-05:00,2025-05-25 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,74,Eerste Divisie,unknown,180,2025-01-10 19:00:00-05:00,2025-05-09 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,78,KNVB Beker,unknown,15,2025-01-14 17:45:00-05:00,2025-04-21 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,82,Bundesliga,S,171,2025-01-10 19:45:00-05:00,2025-05-17 13:30:00-05:00,,
raw_sportmonks_fixtures,2025,85,2. Bundesliga,B,153,2025-01-17 17:30:00-05:00,2025-05-18 13:30:00-05:00,,
raw_sportmonks_fixtures,2025,88,3. Liga,unknown,190,2025-01-17 18:00:00-05:00,2025-05-17 11:30:00-05:00,,
raw_sportmonks_fixtures,2025,109,DFB Pokal,unknown,7,2025-02-04 19:45:00-05:00,2025-05-24 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,181,Admiral Bundesliga,unknown,98,2025-02-07 19:30:00-05:00,2025-05-29 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,208,Pro League,A,152,2025-01-10 19:45:00-05:00,2025-05-25 16:30:00-05:00,,
raw_sportmonks_fixtures,2025,211,Challenger Pro League,unknown,118,2025-01-11 19:00:00-05:00,2025-05-11 14:00:00-05:00,,
raw_sportmonks_fixtures,2025,229,First League,unknown,140,2025-02-07 15:30:00-05:00,2025-05-26 17:45:00-05:00,,
raw_sportmonks_fixtures,2025,244,1. HNL,unknown,90,2025-01-24 17:00:00-05:00,2025-05-25 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,262,Chance Liga,unknown,124,2025-02-01 12:30:00-05:00,2025-05-25 14:00:00-05:00,,
raw_sportmonks_fixtures,2025,271,Superliga,unknown,90,2025-02-14 18:00:00-05:00,2025-05-25 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,274,First Division,unknown,84,2025-02-21 17:30:00-05:00,2025-05-23 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,292,Veikkausliiga,unknown,56,2025-04-05 12:00:00-05:00,2025-05-31 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,301,Ligue 1,S,170,2025-01-03 20:00:00-05:00,2025-05-17 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,304,Ligue 2,B,164,2025-01-03 19:00:00-05:00,2025-05-17 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,307,Coupe de France,unknown,32,2025-01-14 19:45:00-05:00,2025-05-24 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,325,Super League,unknown,124,2025-01-04 15:00:00-05:00,2025-05-22 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,334,NB I,unknown,97,2025-02-01 13:30:00-05:00,2025-05-25 12:15:00-05:00,,
raw_sportmonks_fixtures,2025,360,Premier Division,unknown,92,2025-02-14 19:45:00-05:00,2025-05-30 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,372,Ligat ha'Al,unknown,132,2025-01-01 17:45:00-05:00,2025-05-24 17:30:00-05:00,,
raw_sportmonks_fixtures,2025,384,Serie A,S,202,2025-01-04 14:00:00-05:00,2025-05-25 18:45:00-05:00,,
raw_sportmonks_fixtures,2025,387,Serie B,B,187,2025-01-12 11:30:00-05:00,2025-05-29 18:30:00-05:00,,
raw_sportmonks_fixtures,2025,390,Coppa Italia,unknown,9,2025-02-04 20:00:00-05:00,2025-05-14 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,444,Eliteserien,unknown,72,2025-03-29 15:00:00-05:00,2025-05-31 16:45:00-05:00,,
raw_sportmonks_fixtures,2025,453,Ekstraklasa,A,144,2025-01-31 17:00:00-05:00,2025-05-24 15:30:00-05:00,,
raw_sportmonks_fixtures,2025,462,Liga Portugal,A,162,2025-01-03 20:15:00-05:00,2025-05-17 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,465,Liga Portugal 2,unknown,168,2025-01-04 11:00:00-05:00,2025-05-17 13:00:00-05:00,,
raw_sportmonks_fixtures,2025,468,Taça De Portugal,unknown,14,2025-01-12 14:00:00-05:00,2025-05-25 16:15:00-05:00,,
raw_sportmonks_fixtures,2025,474,Superliga,unknown,147,2025-01-17 15:00:00-05:00,2025-05-24 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,486,Premier League,unknown,96,2025-02-28 16:00:00-05:00,2025-05-24 13:30:00-05:00,,
raw_sportmonks_fixtures,2025,489,FNL,unknown,117,2025-03-01 07:00:00-05:00,2025-05-24 10:00:00-05:00,,
raw_sportmonks_fixtures,2025,492,Russian Cup,unknown,15,2025-03-11 16:00:00-05:00,2025-05-15 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,501,Premiership,A,112,2025-01-02 15:00:00-05:00,2025-05-18 14:00:00-05:00,,
raw_sportmonks_fixtures,2025,513,Premiership Play-Offs,unknown,6,2025-05-06 18:45:00-05:00,2025-05-26 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,531,Super Liga,unknown,136,2025-01-31 16:00:00-05:00,2025-05-25 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,540,Niké Liga,unknown,86,2025-02-08 14:30:00-05:00,2025-05-20 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,564,La Liga,S,199,2025-01-03 20:00:00-05:00,2025-05-25 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,567,La Liga 2,B,225,2025-01-07 20:30:00-05:00,2025-05-31 16:30:00-05:00,,
raw_sportmonks_fixtures,2025,570,Copa Del Rey,unknown,33,2025-01-03 18:00:00-05:00,2025-04-26 20:00:00-05:00,,
raw_sportmonks_fixtures,2025,573,Allsvenskan,A,93,2025-03-29 14:00:00-05:00,2025-05-31 13:00:00-05:00,,
raw_sportmonks_fixtures,2025,591,Super League,unknown,120,2025-01-18 17:00:00-05:00,2025-05-24 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,600,Super Lig,A,187,2025-01-03 17:00:00-05:00,2025-05-31 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,603,1. Lig,unknown,215,2025-01-03 17:00:00-05:00,2025-05-29 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,609,Premier League,unknown,106,2025-02-21 13:30:00-05:00,2025-05-25 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,636,Liga Profesional de Fútbol,A,254,2025-01-23 22:00:00-05:00,2025-05-25 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,648,Serie A,A,100,2025-03-29 21:30:00-05:00,2025-05-31 21:30:00-05:00,,
raw_sportmonks_fixtures,2025,651,Serie B,unknown,95,2025-04-04 22:00:00-05:00,2025-05-31 23:30:00-05:00,,
raw_sportmonks_fixtures,2025,654,Copa do Brasil,unknown,92,2025-02-18 21:00:00-05:00,2025-05-23 00:30:00-05:00,,
raw_sportmonks_fixtures,2025,663,Primera Division,A,95,2025-02-15 00:00:00-05:00,2025-05-31 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,672,Liga BetPlay,A,201,2025-01-25 00:20:00-05:00,2025-05-31 22:30:00-05:00,,
raw_sportmonks_fixtures,2025,723,,,3,2025-03-21 02:10:00-05:00,2025-03-24 06:00:00-05:00,,
raw_sportmonks_fixtures,2025,743,Liga MX,A,170,2025-01-11 01:00:00-05:00,2025-05-26 01:00:00-05:00,,
raw_sportmonks_fixtures,2025,764,Primera Division,unknown,122,2025-02-07 20:00:00-05:00,2025-05-25 23:00:00-05:00,,
raw_sportmonks_fixtures,2025,770,Primera Division,unknown,131,2025-01-31 22:00:00-05:00,2025-05-31 23:00:00-05:00,,
raw_sportmonks_fixtures,2025,779,Major League Soccer,A,243,2025-02-22 21:45:00-05:00,2025-05-31 23:30:00-05:00,,
raw_sportmonks_fixtures,2025,806,Premier League,unknown,154,2025-01-04 13:30:00-05:00,2025-05-29 10:00:00-05:00,,
raw_sportmonks_fixtures,2025,809,Ligue 1,unknown,107,2025-01-01 15:00:00-05:00,2025-05-30 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,827,Ligue 1,unknown,120,2025-02-01 15:30:00-05:00,2025-05-19 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,830,Premier League,unknown,165,2025-01-01 15:00:00-05:00,2025-05-31 17:00:00-05:00,,
raw_sportmonks_fixtures,2025,860,Botola Pro,unknown,112,2025-01-03 19:00:00-05:00,2025-05-12 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,902,Persian Gulf Pro League,unknown,128,2025-01-01 11:30:00-05:00,2025-05-15 16:30:00-05:00,,
raw_sportmonks_fixtures,2025,938,Stars League,unknown,66,2025-01-10 13:15:00-05:00,2025-04-18 15:30:00-05:00,,
raw_sportmonks_fixtures,2025,944,Pro League,unknown,189,2025-01-09 14:45:00-05:00,2025-05-26 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,950,Kings Cup,unknown,7,2025-01-06 12:30:00-05:00,2025-05-30 18:00:00-05:00,,
raw_sportmonks_fixtures,2025,959,UAE Pro League,unknown,113,2025-01-05 12:55:00-05:00,2025-05-25 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,968,J1 League,A,186,2025-02-14 10:00:00-05:00,2025-05-31 10:00:00-05:00,,
raw_sportmonks_fixtures,2025,989,Super League,unknown,101,2025-02-22 11:35:00-05:00,2025-05-17 12:00:00-05:00,,
raw_sportmonks_fixtures,2025,1007,Indian Super League,unknown,79,2025-01-02 14:00:00-05:00,2025-04-12 14:00:00-05:00,,
raw_sportmonks_fixtures,2025,1034,K League 1,A,101,2025-02-15 04:00:00-05:00,2025-05-31 10:00:00-05:00,,
raw_sportmonks_fixtures,2025,1073,V-League,unknown,104,2025-01-14 11:00:00-05:00,2025-05-30 11:00:00-05:00,,
raw_sportmonks_fixtures,2025,1082,,,58,2025-01-07 16:00:00-05:00,2025-05-31 23:00:00-05:00,,
raw_sportmonks_fixtures,2025,1085,AFC Champions League Elite,unknown,47,2025-02-03 14:00:00-05:00,2025-05-03 16:30:00-05:00,,
raw_sportmonks_fixtures,2025,1088,AFC Champions League Two,unknown,29,2025-02-11 14:00:00-05:00,2025-05-18 12:00:00-05:00,,
raw_sportmonks_fixtures,2025,1101,,,8,2025-01-05 13:00:00-05:00,2025-02-15 00:30:00-05:00,,
raw_sportmonks_fixtures,2025,1107,CAF Champions League,unknown,37,2025-01-03 19:00:00-05:00,2025-05-24 13:00:00-05:00,,
raw_sportmonks_fixtures,2025,1116,Copa Sudamericana,B,112,2025-03-05 00:30:00-05:00,2025-05-30 00:30:00-05:00,,
raw_sportmonks_fixtures,2025,1122,Copa Libertadores,A,126,2025-02-05 00:30:00-05:00,2025-05-30 00:30:00-05:00,,
raw_sportmonks_fixtures,2025,1123,OFC Champions League,unknown,18,2025-02-09 01:00:00-05:00,2025-04-12 07:00:00-05:00,,
raw_sportmonks_fixtures,2025,1251,Super Cup,unknown,3,2025-01-08 19:00:00-05:00,2025-01-12 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,1329,,,31,2025-02-11 10:00:00-05:00,2025-04-28 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,1356,A-League Men,unknown,116,2025-01-01 04:00:00-05:00,2025-05-31 09:40:00-05:00,,
raw_sportmonks_fixtures,2025,1419,,,13,2025-03-18 17:45:00-05:00,2025-05-24 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,1583,,,96,2025-01-03 08:00:00-05:00,2025-05-18 05:15:00-05:00,,
raw_sportmonks_fixtures,2025,1631,,,96,2025-03-22 19:00:00-05:00,2025-05-22 20:00:00-05:00,,
raw_sportmonks_fixtures,2025,1673,Ligue 1 Play-offs,unknown,2,2025-05-21 18:00:00-05:00,2025-05-29 18:30:00-05:00,,
raw_sportmonks_fixtures,2025,1681,Super League Play-offs,unknown,2,2025-05-27 18:30:00-05:00,2025-05-30 18:30:00-05:00,,
raw_sportmonks_fixtures,2025,1682,Parva Liga - Play-offs,unknown,3,2025-05-29 16:00:00-05:00,2025-05-31 15:30:00-05:00,,
raw_sportmonks_fixtures,2025,1691,Premier League - Playoffs,unknown,2,2025-05-29 12:30:00-05:00,2025-05-29 15:00:00-05:00,,
raw_sportmonks_fixtures,2025,1798,Supercopa do Brasil,unknown,1,2025-02-02 19:00:00-05:00,2025-02-02 19:00:00-05:00,,
raw_sportmonks_fixtures,2025,1885,,,1,2025-03-08 01:00:00-05:00,2025-03-08 01:00:00-05:00,,
raw_sportmonks_fixtures,2025,1989,Qatar Prince Cup,unknown,3,2025-04-22 16:00:00-05:00,2025-05-10 16:00:00-05:00,,
raw_sportmonks_fixtures,2025,2451,,,2522,2025-01-04 10:30:00-05:00,2025-05-26 03:00:00-05:00,,
raw_sportmonks_fixtures,2025,2452,,,491,2025-01-02 12:00:00-05:00,2025-05-31 16:00:00-05:00,,
raw_sportmonks_fixtures,2026,8,Premier League,S,18,2026-04-12 13:00:00-05:00,2026-04-22 19:00:00-05:00,,
raw_sportmonks_fixtures,2026,9,Championship,B,26,2026-04-14 19:00:00-05:00,2026-04-22 18:45:00-05:00,,
raw_sportmonks_fixtures,2026,72,Eredivisie,A,1,2026-04-22 18:00:00-05:00,2026-04-22 18:00:00-05:00,,
raw_sportmonks_fixtures,2026,82,Bundesliga,S,12,2026-04-12 13:30:00-05:00,2026-04-19 17:30:00-05:00,,
raw_sportmonks_fixtures,2026,85,2. Bundesliga,B,9,2026-04-17 16:30:00-05:00,2026-04-19 11:30:00-05:00,,
raw_sportmonks_fixtures,2026,208,Pro League,A,13,2026-04-18 14:00:00-05:00,2026-04-22 18:30:00-05:00,,
raw_sportmonks_fixtures,2026,301,Ligue 1,S,13,2026-04-12 15:15:00-05:00,2026-04-22 17:00:00-05:00,,
raw_sportmonks_fixtures,2026,304,Ligue 2,B,10,2026-04-13 18:45:00-05:00,2026-04-20 18:45:00-05:00,,
raw_sportmonks_fixtures,2026,384,Serie A,S,15,2026-04-12 10:30:00-05:00,2026-04-20 18:45:00-05:00,,
raw_sportmonks_fixtures,2026,387,Serie B,B,11,2026-04-14 17:00:00-05:00,2026-04-19 17:30:00-05:00,,
raw_sportmonks_fixtures,2026,453,Ekstraklasa,A,10,2026-04-13 17:00:00-05:00,2026-04-20 17:00:00-05:00,,
raw_sportmonks_fixtures,2026,462,Liga Portugal,A,10,2026-04-13 19:15:00-05:00,2026-04-20 19:15:00-05:00,,
raw_sportmonks_fixtures,2026,564,La Liga,S,12,2026-04-12 12:00:00-05:00,2026-04-22 19:30:00-05:00,,
raw_sportmonks_fixtures,2026,567,La Liga 2,B,12,2026-04-13 18:30:00-05:00,2026-04-20 18:30:00-05:00,,
raw_sportmonks_fixtures,2026,573,Allsvenskan,A,14,2026-04-13 17:00:00-05:00,2026-04-22 17:00:00-05:00,,
raw_sportmonks_fixtures,2026,600,Super Lig,A,12,2026-04-12 17:00:00-05:00,2026-04-20 17:00:00-05:00,,
raw_sportmonks_fixtures,2026,636,Liga Profesional de Fútbol,A,19,2026-04-13 19:30:00-05:00,2026-04-21 00:45:00-05:00,,
raw_sportmonks_fixtures,2026,648,Serie A,A,10,2026-04-18 21:30:00-05:00,2026-04-19 22:30:00-05:00,,
raw_sportmonks_fixtures,2026,663,Primera Division,A,10,2026-04-13 00:00:00-05:00,2026-04-21 00:30:00-05:00,,
raw_sportmonks_fixtures,2026,672,Liga BetPlay,A,12,2026-04-13 01:30:00-05:00,2026-04-22 23:20:00-05:00,,
raw_sportmonks_fixtures,2026,743,Liga MX,A,14,2026-04-13 01:00:00-05:00,2026-04-22 03:06:00-05:00,,
raw_sportmonks_fixtures,2026,779,Major League Soccer,A,21,2026-04-18 02:30:00-05:00,2026-04-22 23:30:00-05:00,,
raw_sportmonks_fixtures,2026,1034,K League 1,A,14,2026-04-12 05:00:00-05:00,2026-04-22 10:30:00-05:00,,
raw_sportmonks_fixtures,2026,1116,Copa Sudamericana,B,10,2026-04-14 22:00:00-05:00,2026-04-17 02:00:00-05:00,,
raw_sportmonks_fixtures,2026,1122,Copa Libertadores,A,11,2026-04-14 22:00:00-05:00,2026-04-17 00:30:00-05:00,,
